platform,source_file,product_id,search_keyword,model,title,price,rejection_reason,detail_status,product_url,description
joonggonara,cuckoo_rice_cooker_products.csv,219975156,쿠쿠 밥솥,제품군 공통,치치쿠쿠 업소용 인덕션 솥밥기계 12구 세트｜전시품 미사용 새제품｜직거래/화물 가능,1920000,거래 목적 불일치,200,https://web.joongna.com/product/219975156,"치치쿠쿠 업소용 인덕션 솥밥기계 12구 세트｜직거래/화물 가능 합리적 가격·검증된 품질의 업소용 인덕션 솥밥기계 12구 판매합니다. ■ 판매가격 상기 견적은 부가세별도 가격입니다. ■ 제품 개요 모델: 인덕션 솥밥기계 12구 세트 상태: 시운전급/양호 구성: 본체(12구), [솥/뚜껑/압력뚜껑/선반 포함] 사용 용도: 한식당/솥밥 전문점/단체 급식/프랜차이즈 등 ■ 구성품 전체 포함 - 선반 3열 4단 1대 - 인덕션 12개 - 1인 압력뚜껑 12개 - 1인 스테인리스 솥 12개 - 솥 받침대 12개 - 솥 뚜껑 12개 ■ 전기/설치 안내 전원: 3상 전원(현장 전압 확인 필수) / 단상 220V 불가 권장 차단기/케이블(참고): 12~8구구 → 차단기 40A, 케이블 6sq 권장 설치: 메인 분전반 여유 차단기 확인 → 없을 경우 보조 분전함 추가 후 연결 권장 필요 시, 설치/전기 기사 기본 상담 도와드립니다. ■ 특징 인덕션 방식으로 빠른 가열과 안정적인 화력 유지 조리 시 온도 조절이 정밀하고 에너지 절감 효과 튼튼하고 깔끔한 디자인, 매장 분위기까지 살림 낱개 부품 교체 가능, 관리와 유지보수 편리 제조사 보증 가능 (조건 협의) ■ 거래 안내 위치: 김포 거래: 직거래(수도권 환영) / 화물·택배 가능(포장 안전하게 진행) 가격: 부가세 별도 문의: 채팅 우선 / 안심번호 공 5 공 6 7 1 8 2 3 1 7 ■ 추가 서비스(선택) 간단 사용 가이드 제공 렌탈/리스 상담 가능(원하실 경우 조건 안내) 📷 실제 제품 사진과 상세페이지 이미지는 첨부 파일 참고 부탁드립니다."
joonggonara,cuckoo_rice_cooker_products.csv,223117475,쿠쿠 밥솥,제품군 공통,치치쿠쿠 업소용 인덕션 솥밥기계 6구 세트｜전시품 미사용 새제품｜직거래/화물 가능,1200000,거래 목적 불일치,200,https://web.joongna.com/product/223117475,"치치쿠쿠 업소용 인덕션 솥밥기계 6구 세트｜직거래/화물 가능 합리적 가격·검증된 품질의 업소용 인덕션 솥밥기계 6구 판매합니다. ■ 판매가격 상기 견적은 부가세별도 가격입니다. ■ 제품 개요 모델: 인덕션 솥밥기계 6구 세트 상태: 시운전급/양호 구성: 본체(6구), [솥/뚜껑/압력뚜껑/선반 포함] 사용 용도: 한식당/솥밥 전문점/단체 급식/프랜차이즈 등 ■ 구성품 전체 포함 - 선반 2열 4단 1대 - 인덕션 6개 - 1인 압력뚜껑 6개 - 1인 스테인리스 솥 6개 - 솥받침대 6개 - 솥뚜껑 6개 ■ 전기/설치 안내 전원: 분전함에서 차단기 연결 / 단상 220V 불가 권장 차단기/케이블(참고): 인덕션 한 개에 누전차단기 30A 1개 단독 연결 설치: 메인 분전반 여유 차단기 확인 → 없을 경우 보조 분전함 추가 후 연결 권장 필요 시, 설치/전기 기사 기본 상담 도와드립니다. ■ 특징 인덕션 방식으로 빠른 가열과 안정적인 화력 유지 조리 시 온도 조절이 정밀하고 에너지 절감 효과 튼튼하고 깔끔한 디자인, 매장 분위기까지 살림 낱개 부품 교체 가능, 관리와 유지보수 편리 제조사 보증 가능 (조건 협의) ■ 거래 안내 위치: 김포 거래: 직거래(수도권 환영) / 화물·택배 가능(포장 안전하게 진행) 가격: 부가세 별도 문의: 채팅 우선 / 안심번호 공 5 공 6 7 1 8 2 3 1 7 ■ 추가 서비스(선택) 간단 사용 가이드 제공 렌탈/리스 상담 가능(원하실 경우 조건 안내) 📷 실제 제품 사진과 상세페이지 이미지는 첨부 파일 참고 부탁드립니다."
joonggonara,cuckoo_rice_cooker_products.csv,223117301,쿠쿠 밥솥,제품군 공통,치치쿠쿠 업소용 인덕션 솥밥기계 4구 세트｜전시품 미사용 새제품｜직거래/화물 가능,880000,거래 목적 불일치,200,https://web.joongna.com/product/223117301,"치치쿠쿠 업소용 인덕션 솥밥기계 4구 세트｜직거래/화물 가능 합리적 가격·검증된 품질의 업소용 인덕션 솥밥기계 4구 판매합니다. ■ 판매가격 상기 견적은 부가세별도 가격입니다. ■ 제품 개요 모델: 인덕션 솥밥기계 4구 세트 상태: 시운전급/양호 구성: 본체(4구), [솥/뚜껑/압력뚜껑/선반 포함] 사용 용도: 한식당/솥밥 전문점/단체 급식/프랜차이즈 등 ■ 구성품 전체 포함 - 선반 2열 4단 1대 - 인덕션 4개 - 1인 압력뚜껑 4개 - 1인 스테인리스 솥 4개 - 나무 받침대 4개 - 스테인리스 뚜껑 4개 ■ 전기/설치 안내 전원: 분전함에서 차단기 연결 / 단상 220V 불가 권장 차단기/케이블(참고): 인덕션 한 개에 누전차단기 30A 1개 단독 연결 설치: 메인 분전반 여유 차단기 확인 → 없을 경우 보조 분전함 추가 후 연결 권장 필요 시, 설치/전기 기사 기본 상담 도와드립니다. ■ 특징 인덕션 방식으로 빠른 가열과 안정적인 화력 유지 조리 시 온도 조절이 정밀하고 에너지 절감 효과 튼튼하고 깔끔한 디자인, 매장 분위기까지 살림 낱개 부품 교체 가능, 관리와 유지보수 편리 제조사 보증 가능 (조건 협의) ■ 거래 안내 위치: 김포 거래: 직거래(수도권 환영) / 화물·택배 가능(포장 안전하게 진행) 가격: 부가세 별도 문의: 채팅 우선 / 안심번호 공 5 공 6 7 1 8 2 3 1 7 ■ 추가 서비스(선택) 간단 사용 가이드 제공 렌탈/리스 상담 가능(원하실 경우 조건 안내) 📷 실제 제품 사진과 상세페이지 이미지는 첨부 파일 참고 부탁드립니다."
joonggonara,cuckoo_rice_cooker_products.csv,221421225,쿠쿠 밥솥,제품군 공통,치치쿠쿠 업소용 인덕션 솥밥기계 8구 세트 판매합니다. (전시품 미사용/새제품),1440000,검색어 오탐/타제품,200,https://web.joongna.com/product/221421225,"📦 치치쿠쿠 업소용 인덕션 솥밥기계 8구 세트 (미사용/새제품) 판매합니다! 업장에서 바로 사용 가능한 대용량 모델로, 이번에 입고된 **미사용 새제품**입니다. 식당, 한식 전문점, 프랜차이즈 매장 등에서 활용도가 높습니다. ✅ 가격 상기 가격은 부가세 별도 금액입니다. 📦 구성품 (8구 세트) - 인덕션 본체 8개 - 1인용 압력뚜껑 8개 - 1인용 스테인리스 솥 8개 - 나무 받침대 8개 - 스테인리스 뚜껑 8개 - 8구선반 : 580 x 340 x 1420 ✅ 제품 특징 - 인덕션 방식으로 화력 안정성과 에너지 효율이 뛰어남 - 깔끔한 디자인과 내구성 우수 - 업장에서 설치 후 바로 사용 가능 - 제조사 보증 가능(조건 협의) - 부가세 별도 금액입니다. - 추가 구성품도 구매 가능합니다. (1인솥,솥뚜껑,솥받침) 🚚 배송/거래 안내 위치: 김포 거래: 직거래(수도권) / 화물·택배 가능(안전 포장) 가격: [가격] (부가세 별도) - **일반 택배 불가 / 화물배송만 가능 (비용 별도 협의)** - 서울·경기 직거래 가능 - 지방은 지역에 따라 화물배송 협의 가능 📞 문의: 050 안심번호 사용 (연락 시 편하게 문자 남겨주세요) 공 5 공 6 7 1 8 2 3 1 7 📷 실제 제품 사진과 상세페이지 이미지는 첨부 파일 참고 부탁드립니다."
joonggonara,cuckoo_rice_cooker_products.csv,221421314,쿠쿠 밥솥,제품군 공통,치치쿠쿠 업소용 인덕션 솥밥기계 6구 세트 판매합니다. (전시품 미사용/새제품),1200000,검색어 오탐/타제품,200,https://web.joongna.com/product/221421314,"📦 치치쿠쿠 업소용 인덕션 솥밥기계 6구 세트 (미사용/새제품) 판매합니다! 업장에서 바로 사용 가능한 대용량 모델로, 이번에 입고된 **미사용 새제품**입니다. 식당, 한식 전문점, 프랜차이즈 매장 등에서 활용도가 높습니다. ✅ 가격 상기 가격은 부가세 별도 금액입니다. 📦 구성품 (6구 세트) - 인덕션 본체 6개 - 1인용 압력뚜껑 6개 - 1인용 스테인리스 솥 6개 - 나무 받침대 6개 - 스테인리스 뚜껑 6개 - 8구선반 : 580 x 340 x 1420 ✅ 제품 특징 - 인덕션 방식으로 화력 안정성과 에너지 효율이 뛰어남 - 깔끔한 디자인과 내구성 우수 - 업장에서 설치 후 바로 사용 가능 - 제조사 보증 가능(조건 협의) - 부가세 별도 금액입니다. - 추가 구성품도 구매 가능합니다. (1인솥,솥뚜껑,솥받침) 🚚 배송/거래 안내 위치: 김포 거래: 직거래(수도권) / 화물·택배 가능(안전 포장) 가격: [가격] (부가세 별도) - **일반 택배 불가 / 화물배송만 가능 (비용 별도 협의)** - 서울·경기 직거래 가능 - 지방은 지역에 따라 화물배송 협의 가능 📞 문의: 050 안심번호 사용 (연락 시 편하게 문자 남겨주세요) 공 5 공 6 7 1 8 2 3 1 7 📷 실제 제품 사진과 상세페이지 이미지는 첨부 파일 참고 부탁드립니다."
joonggonara,cuckoo_rice_cooker_products.csv,221421344,쿠쿠 밥솥,제품군 공통,치치쿠쿠 업소용 인덕션 솥밥기계 4구 세트 판매합니다. (전시품 미사용/새제품),880000,검색어 오탐/타제품,200,https://web.joongna.com/product/221421344,"📦 치치쿠쿠 업소용 인덕션 솥밥기계 6구 세트 (미사용/새제품) 판매합니다! 업장에서 바로 사용 가능한 대용량 모델로, 이번에 입고된 **미사용 새제품**입니다. 식당, 한식 전문점, 프랜차이즈 매장 등에서 활용도가 높습니다. ✅ 가격 상기 가격은 부가세 별도 금액입니다. 📦 구성품 (4구 세트) - 인덕션 본체 4개 - 1인용 압력뚜껑 4개 - 1인용 스테인리스 솥 4개 - 나무 받침대 4개 - 스테인리스 뚜껑 4개 - 8구선반 : 580 x 340 x 1420 ✅ 제품 특징 - 인덕션 방식으로 화력 안정성과 에너지 효율이 뛰어남 - 깔끔한 디자인과 내구성 우수 - 업장에서 설치 후 바로 사용 가능 - 제조사 보증 가능(조건 협의) - 부가세 별도 금액입니다. - 추가 구성품도 구매 가능합니다. (1인솥,솥뚜껑,솥받침) 🚚 배송/거래 안내 위치: 김포 거래: 직거래(수도권) / 화물·택배 가능(안전 포장) 가격: [가격] (부가세 별도) - **일반 택배 불가 / 화물배송만 가능 (비용 별도 협의)** - 서울·경기 직거래 가능 - 지방은 지역에 따라 화물배송 협의 가능 📞 문의: 050 안심번호 사용 (연락 시 편하게 문자 남겨주세요) 공 5 공 6 7 1 8 2 3 1 7 📷 실제 제품 사진과 상세페이지 이미지는 첨부 파일 참고 부탁드립니다."
joonggonara,cuckoo_rice_cooker_products.csv,222955359,쿠쿠 밥솥,전기보온밥솥_6인용,고장난 쿠쿠 6인용 IH 전기밥솥,25000,부품/고장품,not_requested,https://web.joongna.com/product/222955359,
joonggonara,cuckoo_rice_cooker_products.csv,220721058,쿠쿠 밥솥,제품군 공통,치치쿠쿠 업소용 인덕션 솥밥기계 20구 세트 판매합니다. (전시용/미사용제품),2800000,검색어 오탐/타제품,200,https://web.joongna.com/product/220721058,"📦 치치쿠쿠 업소용 인덕션 솥밥기계 20구 세트 (전시용 미사용/새제품) 판매합니다! 손님이 많은 업장에 최적화된 **20구 대용량 모델**입니다. 이번에 입고된 **미사용 새제품**으로, 설치 후 바로 영업에 투입 가능합니다. 백반집, 한식 전문점, 대형 프랜차이즈 매장 등에서 효율적으로 활용할 수 있습니다. ✅ 가격 상기 가격은 부가세 별도 금액입니다. --- 📦 구성품 (20구 세트) - 인덕션 본체 20개 - 1인용 압력뚜껑 20개 - 1인용 스테인리스 솥 20개 - 나무 받침대 20개 - 스테인리스 뚜껑 20개 - **20구 전용 선반 :1250 x 340 x 1420(mm)** --- ✅ 제품 특징 - 인덕션 방식으로 빠른 가열과 안정적 화력 유지 - 내구성 높은 스테인리스 구조, 깔끔한 디자인 - 다수 손님 대응에 유리한 대용량 모델 - 부품 단위 교체 가능 → 관리·유지보수 편리 - 제조사 보증 가능 (조건 협의) - 부가세 별도 금액입니다. - 추가 구성품도 구매 가능합니다. (1인솥,솥뚜껑,솥받침) --- 🚚 배송/거래 안내 위치: 김포 거래: 직거래(수도권) / 화물·택배 가능(안전 포장) 가격: [가격] (부가세 별도) - **일반 택배 불가 / 화물배송만 가능 (비용 별도 협의)** - 서울·경기 직거래 가능 - 지방은 지역에 따라 화물배송 협의 가능 --- 📞 문의 - 050 안심번호 사용 (연락 시 문자 남겨주시면 빠르게 회신드립니다) 📱 공5공 67182317 --- 📷 실제 제품 사진과 상세페이지 이미지는 첨부 파일 참고 부탁드립니다. 상품 등록 정책에 위배되어 마스킹 처리된 정보가 있습니다."
joonggonara,cuckoo_rice_cooker_products.csv,220721161,쿠쿠 밥솥,제품군 공통,치치쿠쿠 업소용 인덕션 솥밥기계 15구 세트 판매합니다. (전시품 미사용/ 새제품),2250000,검색어 오탐/타제품,200,https://web.joongna.com/product/220721161,"📦 치치쿠쿠 업소용 인덕션 솥밥기계 15구 세트 (미사용/새제품) 판매합니다! 손님이 많은 업장에 최적화된 **15구 대용량 모델**입니다. 이번에 입고된 **미사용 새제품**으로, 설치 후 바로 영업에 투입 가능합니다. 백반집, 한식 전문점, 대형 프랜차이즈 매장 등에서 효율적으로 활용할 수 있습니다. --- ✅ 가격 상기 가격은 부가세 별도 금액입니다. 📦 구성품 (15구 세트) - 인덕션 본체 15개 - 1인용 압력뚜껑 15개 - 1인용 스테인리스 솥 15개 - 나무 받침대 15개 - 스테인리스 뚜껑 15개 - **20구 전용 선반 : 1250 × 340 × 1420 (mm)** --- ✅ 제품 특징 - 인덕션 방식으로 빠른 가열과 안정적 화력 유지 - 내구성 높은 스테인리스 구조, 깔끔한 디자인 - 다수 손님 대응에 유리한 대용량 모델 - 부품 단위 교체 가능 → 관리·유지보수 편리 - 제조사 보증 가능 (조건 협의) - 부가세 별도 금액입니다. - 추가 구성품도 구매 가능합니다. (1인솥,솥뚜껑,솥받침) --- 🚚 배송/거래 안내 위치: 김포 거래: 직거래(수도권) / 화물·택배 가능(안전 포장) 가격: [가격] (부가세 별도) - **일반 택배 불가 / 화물배송만 가능 (비용 별도 협의)** - 서울·경기 직거래 가능 - 지방은 지역에 따라 화물배송 협의 가능 --- 📞 문의 - 050 안심번호 사용 (연락 시 문자 남겨주시면 빠르게 회신드립니다) 📱공 5 공 6 7 1 8 2 3 1 7 --- 📷 실제 제품 사진과 상세페이지 이미지는 첨부 파일 참고 부탁드립니다. 상품 등록 정책에 위배되어 마스킹 처리된 정보가 있습니다."
joonggonara,cuckoo_rice_cooker_products.csv,200477809,쿠쿠 밥솥,IH압력밥솥,쿠쿠 IH 압력밥솥 부품용,20000,부품/고장품,not_requested,https://web.joongna.com/product/200477809,
joonggonara,cuckoo_rice_cooker_products.csv,221546696,쿠쿠 밥솥,전기보온밥솥_6인용,쿠쿠 고장난 6인용 전기밥솥 팝니다.,50000,부품/고장품,not_requested,https://web.joongna.com/product/221546696,
joonggonara,cuckoo_rice_cooker_products.csv,221777995,쿠쿠 밥솥,IH압력밥솥_6인용,쿠쿠 6인용 IH 전기밥솥,123456,가격 무효/자리표시,200,https://web.joongna.com/product/221777995,쿠쿠 스마트 IH 압력밥솥 DHS068FD 모델입니다 - 풀 스테인리스 ECO 제품으로 위생적입니다 - IH 기술로 밥맛이 좋습니다 - 2019년 3월 제조되었습니다 - 6인용입니다 구입후 몇 번 사용하지 않아 년식은 있지만 새것 같은 중고입니다 고무패킹 및 내솥 모두 새것과 마찬가지로 상태가 좋습니다 검수후 내놓습니다 밥 잘되고 기능에 이상없습니다 구입후 환불불가하니 신중히 선택해 주세요 택배시 (택배비 5천원) 별도 직거래시 (인천 미추홀구 도화2.3동)입니다
joonggonara,cuckoo_rice_cooker_products.csv,219231745,쿠쿠 밥솥,제품군 공통,쿠쿠 10인용 밥솥 (우체국운포) 내용필독,37000,부품/고장품,200,https://web.joongna.com/product/219231745,"쿠쿠 10인용이며 취사되는것 확인했으나 보온 이 안되고 오작동이 반복됩니다 고장이니 그냥 부품용으로 쓰실분이 구매하세요 수리하셔서 쓰셔도 되고요 20년 09월식이고 음성은 잘나 오며 부착물유실 파손 없습니다 외관은 상태좋 으며 내솥은 없습니다 우체국운임 포함입니다. ※ 사진의 내솥은 취사시연용으로 실제는 포함 되지 않습니다. ※ 고장부품용, 내솥없음 (숙지하세요~) ﻿°안전거래 로만 판매하며, 결제하시면 포장잘해서 우체국택배로 보내드립니다 직거래 원하시면 다른 것을 구매하시고 직거래문의시 답변하지 않습니다. °결제 하셨다가 취소요청 하실경우 판매자에게 상당한 피해가 될수있고, 부득이 취소수락이 늦어질수 있으므로 신중한구매 부탁 드립니다. °문의없이 그냥 결제하셔도 수시로 확인하니 알아 서 발송해 드립니다 오전 7시전 주문은 당일 발송 해 드리고, 이후는 익일 발송됩니다 사정상 예약을 통해 방문택배를 이용해서 그렇습니다 휴일이나 주 말 안끼면, 결제후 늦어도 이틀안에는 받으십니다. 《수령후 확인해보시고 가급적 신속한 '구매확정' 부탁 드립니다~》"
joonggonara,cuckoo_rice_cooker_products.csv,218572478,쿠쿠 밥솥,전기압력밥솥_10인용,쿠쿠 압력밥솥 GHXB1010FD 10인용,0,가격 무효/자리표시,200,https://web.joongna.com/product/218572478,쿠쿠 압력밥솥 판매합니다~ 모델명은 GHXB1010FD입니다 생활 스크래치 감안해주세요! 내솥은 따로 구입하셔야해요
joonggonara,cuckoo_rice_cooker_products.csv,218292921,쿠쿠 밥솥,제품군 공통,치치쿠쿠 업소용 인덕션 솥밥기계 9구 세트 판매합니다. (전시품 미사용 / 새제품),1530000,검색어 오탐/타제품,200,https://web.joongna.com/product/218292921,"📦 치치쿠쿠 업소용 인덕션 솥밥기계 9구 세트 (미사용/새제품) 판매합니다! **소규모 업장에 딱 맞는 9구 세트 모델**입니다. 이번에 입고된 **미사용 새제품**으로, 설치만 하면 바로 영업에 활용할 수 있습니다. 한식당, 백반집, 분식·소규모 전문점 등 다양한 업소에서 효율적으로 사용할 수 있습니다. --- ✅ 가격 상기 가격은 부가세 별도 금액입니다. 📦 구성품 (9구 세트) - 인덕션 본체 9개 - 1인용 압력뚜껑 9개 - 1인용 스테인리스 솥 9개 - 나무 받침대 9개 - 스테인리스 뚜껑 9개 - **9구 전용 선반 : 800 × 340 × 1420 (mm)** --- ✅ 제품 특징 - 인덕션 방식으로 빠르고 안정적인 화력 구현 - 공간 활용이 뛰어난 실속형 구성 - 소규모 매장에도 잘 어울리는 최적 사이즈 - 내구성 우수 & 관리 편리 - 제조사 보증 가능 (조건 협의) - 부가세 별도 금액입니다. - 추가 구성품도 구매 가능합니다. (1인솥,솥뚜껑,솥받침) --- 🚚 배송/거래 안내 위치: 김포 거래: 직거래(수도권) / 화물·택배 가능(안전 포장) 가격: [가격] (부가세 별도) - **일반 택배 불가 / 화물배송만 가능 (비용 별도 협의)** - 서울·경기 직거래 가능 - 지방은 지역에 따라 화물배송 협의 가능 --- 📞 문의 - 050 안심번호 사용 (연락 시 문자 남겨주시면 빠르게 회신드립니다) 📱 공5공 6718 2317 --- 📷 실제 제품 사진과 상세페이지 이미지는 첨부 파일 참고 부탁드립니다."
joonggonara,cuckoo_rice_cooker_products.csv,217226004,쿠쿠 밥솥,제품군 공통,치치쿠쿠 업소용 인덕션 솥밥기계 12구 세트 판매합니다. (전시품 미사용/새제품),1920000,검색어 오탐/타제품,200,https://web.joongna.com/product/217226004,"📦 치치쿠쿠 업소용 인덕션 솥밥기계 12구 세트 (미사용/새제품) 판매합니다! 업장에서 바로 사용 가능한 대용량 모델로, 이번에 입고된 **미사용 새제품**입니다. 식당, 한식 전문점, 프랜차이즈 매장 등에서 활용도가 높습니다. ✅ 가격 상기 가격은 부가세 별도 금액입니다. 📦 구성품 (12구 세트) - 인덕션 본체 12개 - 1인용 압력뚜껑 12개 - 1인용 스테인리스 솥 12개 - 나무 받침대 12개 - 스테인리스 뚜껑 12개 - 12구선반 : 800*340*1420 ✅ 제품 특징 - 인덕션 방식으로 화력 안정성과 에너지 효율이 뛰어남 - 깔끔한 디자인과 내구성 우수 - 업장에서 설치 후 바로 사용 가능 - 제조사 보증 가능(조건 협의) - 부가세 별도 금액입니다. - 추가 구성품도 구매 가능합니다. (1인솥,솥뚜껑,솥받침) 🚚 배송/거래 안내 위치: 김포 거래: 직거래(수도권) / 화물·택배 가능(안전 포장) 가격: [가격] (부가세 별도) - **일반 택배 불가 / 화물배송만 가능 (비용 별도 협의)** - 서울·경기 직거래 가능 - 지방은 지역에 따라 화물배송 협의 가능 📞 문의: 050 안심번호 사용 (연락 시 편하게 문자 남겨주세요) 공 5 공 6 7 1 8 2 3 1 7 📷 실제 제품 사진과 상세페이지 이미지는 첨부 파일 참고 부탁드립니다."
joonggonara,dyson_vacuum_products.csv,231652666,다이슨 청소기,V8,부품용 다이슨 무선 청소기 V8(10분 연속동작)-개별판매,54321,부품/고장품,not_requested,https://web.joongna.com/product/231652666,
joonggonara,dyson_vacuum_products.csv,231671538,다이슨 청소기,V7,"부품용 다이슨 V7, V8 무선 청소기 싸이클론과 먼지통 - 하자있슴.",15000,부품/고장품,not_requested,https://web.joongna.com/product/231671538,
joonggonara,dyson_vacuum_products.csv,231836856,다이슨 청소기,V11,다이슨 무선청소기V11 본체 부품용,45000,부품/고장품,not_requested,https://web.joongna.com/product/231836856,
joonggonara,dyson_vacuum_products.csv,231329957,다이슨 청소기,V8,부품용>> 다이슨 무선 청소기 V8 처분 (배터리 방전),32000,부품/고장품,not_requested,https://web.joongna.com/product/231329957,
joonggonara,dyson_vacuum_products.csv,231481673,다이슨 청소기,V7,"부품용 다이슨 V7, V8 무선 청소기 싸이클론과 먼지통 - 하자있슴.",15000,부품/고장품,not_requested,https://web.joongna.com/product/231481673,
joonggonara,dyson_vacuum_products.csv,231374790,다이슨 청소기,V8,부품용 다이슨 무선 청소기 V8(10분 연속동작) - 개별판매 가능,54321,부품/고장품,not_requested,https://web.joongna.com/product/231374790,
joonggonara,dyson_vacuum_products.csv,231870216,다이슨 청소기,제품군 공통,다이슨무선청소기 본체 부품용,20000,부품/고장품,404,https://web.joongna.com/product/231870216,
joonggonara,dyson_vacuum_products.csv,229705349,다이슨 청소기,V6,다이슨 V6 무선청소기 본체만,28000,불완전상품,not_requested,https://web.joongna.com/product/229705349,
joonggonara,dyson_vacuum_products.csv,231857969,다이슨 청소기,V10,다이슨 V10 무선 청소기 부품용,40000,부품/고장품,not_requested,https://web.joongna.com/product/231857969,
joonggonara,dyson_vacuum_products.csv,231839649,다이슨 청소기,V10,다이슨 v10 무선청소기 부품용 본체,30000,부품/고장품,not_requested,https://web.joongna.com/product/231839649,
joonggonara,dyson_vacuum_products.csv,229818766,다이슨 청소기,제품군 공통,"다이슨 공기청정 선풍기, 미홀 로봇청소기",275000,검색어 오탐/타제품,200,https://web.joongna.com/product/229818766,"다이슨 TP04 , 미홀 M8 로봇청소기 모델 -TP04 : 사진과 같은 컨디션으로 호환 리모컨 새거 있어요. 필터는 그냥 쓰셔두 새필터 추가판매 -미홀 로봇 : 사용감 있으나 세척하면서 썼어요. 추가 소모품은 구비하시면 됩니다.박스제공 배송협의"
joonggonara,dyson_vacuum_products.csv,231782756,다이슨 청소기,V10,다이슨 청소기 배터리팩 4개,10000,부품/고장품,200,https://web.joongna.com/product/231782756,"다이슨 무선 청소기용 배터리팩 4개입니다. 사진에서 보시는 것처럼 다양한 모델에 호환되는 배터리팩으로 구성되어 있습니다. 다이슨 v10: 1개 다이슨 v8: 2개 다이슨 v6: 1개 V10, V8 배터리 2개는 아직 사용 가능한 것 같습니다. 총 4개를 고장난 배터리 가격으로 묶어서 1만원에 판매합니다. 필요하신 분은 연락 주세요. 직거래: 당진버스터미널 근처 택배 가능합니다. 문의 없으면 안전결제 부탁드립니다"
joonggonara,dyson_vacuum_products.csv,230327596,다이슨 청소기,제품군 공통,다이슨 청소기 장난감,35000,장난감/모형,200,https://web.joongna.com/product/230327596,다이슨 장난감 청소기 구성품 그대로 있구 작동은 잘 됩니다.ㅎ
joonggonara,dyson_vacuum_products.csv,231239715,다이슨 청소기,V8,다이슨 V8 무선 청소기 본체만,40000,불완전상품,not_requested,https://web.joongna.com/product/231239715,
joonggonara,dyson_vacuum_products.csv,216951697,다이슨 청소기,V7,[새상품] 다이슨 청소기 트리거 고정쇠,500,가격 무효/자리표시,200,https://web.joongna.com/product/216951697,"다이슨 청소기 트리거 고정쇠 레드, 그레이 컬러 2종 *다이슨 V7~V15 호환 가능합니다 **트리거 고정쇠 장착 시, 트리거를 계속 당기지 않아도 청소가 가능해 손가락에 무리가 가지 않습니다 여러개 구매 가능하며 반값 택배도 가능합니다"
joonggonara,dyson_vacuum_products.csv,229049102,다이슨 청소기,V8,"다이슨 v8용 거치대와 충전기, 청소툴",30000,액세서리/소모품 단품,not_requested,https://web.joongna.com/product/229049102,
joonggonara,dyson_vacuum_products.csv,231018218,다이슨 청소기,SV33,부품용 다이슨 sv33 소형무선 청소기 본체,20000,부품/고장품,not_requested,https://web.joongna.com/product/231018218,
joonggonara,dyson_vacuum_products.csv,229724770,다이슨 청소기,V8,다이슨 V8 청소해드와 충전기그리고 청소툴 일괄판매,55000,액세서리/소모품 단품,not_requested,https://web.joongna.com/product/229724770,
joonggonara,dyson_vacuum_products.csv,230241687,다이슨 청소기,V11,고장 다이슨v11 청소기 본체만,50000,불완전상품,not_requested,https://web.joongna.com/product/230241687,
joonggonara,dyson_vacuum_products.csv,230187301,다이슨 청소기,제품군 공통,다이슨 청소기 장난감,15000,장난감/모형,200,https://web.joongna.com/product/230187301,다이슨 청소기 장난감 아이들이 좋아하는 다이슨 청소기 장난감이에요 실제 청소기처럼 생긴 디자인으로 아이들의 흥미를 유발해요 구성품 모두 사진에 나와있어요 청소 놀이를 좋아하는 아이에게 선물하기 좋아요 사진에 보이는 구성품이 전부입니다~ 작동(??) 소리 잘 나요😅
joonggonara,dyson_vacuum_products.csv,230130539,다이슨 청소기,V10,다이슨 청소기 (부품용),80000,부품/고장품,200,https://web.joongna.com/product/230130539,V10 손가락받침 떨어져 없음 * 본체 상단에 땜빵 있음 * 배터리가 다 된것 같아요 (-->충전하면 현재 작동은 되는데 오래가지는 않고 작동끌때 피웅~ 소리 납니다 ) * 주름고무 터진곳 있음 * 필터 손잡이 파손 * 배터리 사망 충전안됨 * 부품용으로 쓰실분 구매해주세요~~~ --> 사진에 있는거 모두 다해서 택배포함 가격 입니다
joonggonara,dyson_vacuum_products.csv,229924618,다이슨 청소기,V6,(DYSON) 다이슨 무선 청소기 배터리,10000,부품/고장품,200,https://web.joongna.com/product/229924618,방전된 다이슨 배터리 입니다. V6 (SV09) / V8 (SV10) / V10 (호환) 입니다. 제품 구성품 및 상태는 사진과 같고 파손 없습니다. 부품용 / 수리용으로만 꼭 구매하세요. 중고가전제품 특성상 직접 제품 확인후 꼭 구매하세요. 일괄판매 이며 가격흥정은 하지 않습니다. 중고이며 확인후에 구매했으므로 기타이유/사용감/고장/판매글미숙지등등 구매후 교환이나 환불은 불가입니다.
